key,text,module
Custom options let customers choose the product variations they want.,Custom options let customers choose the product variations they want.,
Import Option,Import Option,
Add Option,Add Option,
Option Title,Option Title,
The product price has been deleted,The product price has been deleted,
Product price sync to marketplace successfully,Product price sync to marketplace successfully,
View Balance,View Balance,
Account Iris Balance,Account Iris Balance,
 or , or ,
View Tutorial,View Tutorial,
Select Product,Select Product,
Vendor SKU,Vendor SKU,
Simple Product,Simple Product,
Configurable Product,Configurable Product,
"Vendor approved.","Vendor approved.",
"Vendor not approved.","Vendor not approved.",
Reason Code,Reason Code,
Reason Label,Reason Label,
Manage Cancel Reason,Manage Cancel Reason,
Add Cancel Reason,Add Cancel Reason,
"New cancel reason has been added.","New cancel reason has been added.",
Add New Cancel Reason,Add New Cancel Reason,
"Cancel reason has been saved.","Cancel reason has been saved.",
Is Default,Is Default,
Default Quantity,Default Quantity,
Add Products to Option,Add Products to Option,
Add Selected Products,Add Selected Products,
Bundle Product,Bundle Product,
Product Type,Product Type,
Success Update Cancel Reason,Success Update Cancel Reason,
Edit Cancel Reason,Edit Cancel Reason,
New attribute Was Saved,New attribute Was Saved,
New Attribute,New Attribute,
Save Attribute,Save Attribute,
Attribute Properties,Attribute Properties,
Default Label,Default Label,
Catalog Input Type for Store Owner,Catalog Input Type for Store Owner,
"This is used internally. Make sure you don't use spaces or more than 60 symbols.","This is used internally. Make sure you don't use spaces or more than 60 symbols.",
Create Configurable Product,Create Configurable Product,
Configurable products allow customers to choose options (Ex: shirt color).,Configurable products allow customers to choose options (Ex: shirt color).,
You need to create a simple product for each configuration (Ex: a product for each color).,You need to create a simple product for each configuration (Ex: a product for each color).,
Configurations,Configurations,
Create Configurations,Create Configurations,
Edit Configurations,Edit Configurations,
Create Product Configurations,Create Product Configurations,
Select Attributes,Select Attributes,
Attribute Values,Attribute Values,
Bulk Images & Price,Bulk Images & Price,
Summary,Summary,
Step 1: Select Attributes,Step 1: Select Attributes,
Step 2: Attribute Values,Step 2: Attribute Values,
"Step 3: Bulk Images and Price","Step 3: Bulk Images and Price",
Step 4: Summary,Step 4: Summary,
Selected Attributes:,Selected Attributes:,
Create New Attribute,Create New Attribute,
Attribute Label,Attribute Label,
Select values from each attribute to include in this product.,Select values from each attribute to include in this product.,
Each unique combination of values creates a unique product SKU.,Each unique combination of values creates a unique product SKU.,
Select All,Select All,
Deselect All,Deselect All,
Create New Value,Create New Value,
Based on your selections 1 new products will be created. Use this step to customize images and price for your new products.,Based on your selections 1 new products will be created. Use this step to customize images and price for your new products.,
Apply single set of images to all SKUs,Apply single set of images to all SKUs,
Apply unique images by attribute to each SKU,Apply unique images by attribute to each SKU,
Skip image uploading at this time,Skip image uploading at this time,
Apply single price to all SKUs,Apply single price to all SKUs,
Apply unique prices by attribute to each SKU,Apply unique prices by attribute to each SKU,
Skip price at this time,Skip price at this time,
Here are the products you're about to create.,Here are the products you're about to create.,
Generate Products,Generate Products,
Choose a different Product,Choose a different Product,
Disable Product,Disable Product,
Enable Product,Enable Product,
Remove Product,Remove Product,
Current Variations,Current Variations,
Add Product Manually,Add Product Manually,
Select Associated Product,Select Associated Product,
Integrations,Integrations,
Extension Integrations,Extension Integrations,
Add New Integration,Add New Integration,
Activate,Activate,
Reauthorize,Reauthorize,
New integration has been saved,New integration has been saved,
New Integration,New Integration,
Callback URL,Callback URL,
Identity link URL,Identity link URL,
Current User Identity Verification,Current User Identity Verification,
Your Password,Your Password,
"Save & Activate","Save & Activate",
Integration Details,Integration Details,
integration has been updated,integration has been updated,
Consumer Key,Consumer Key,
Consumer Secret,Consumer Secret,
Access Token Secret,Access Token Secret,
Success Reauthorize,Success Reauthorize,
Success Activate,Success Activate,
Refund Type,Refund Type,
Store Credit,Store Credit,
Minimal 1 Products is choosen!,Minimal 1 Products is choosen!,
Fixed Bundle Product Import,Fixed Bundle Product Import,
Bundle Product Import,Bundle Product Import,
Price From,Price From,
Price To,Price To,
the packing order is ready to be processed,the packing order is ready to be processed,
Customer is filling out form,Customer is filling out form,
Customer Picked Up,Customer Picked Up,
Customer has been waiting since,Customer has been waiting since,
Customer picked up on,Customer picked up on,
Pickup :,Pickup :,
Pickup Details :,Pickup Details :,
Vehicle Plate Number :,Vehicle Plate Number :,
Vehicle Description :,Vehicle Description :,
Notes :,Notes :,
Items Shipped,Items Shipped,
Total :,Total :,
Sync All to Marketplace,Sync All to Marketplace,
Bundle Product Import Tutorial,Bundle Product Import Tutorial,
"is a type of product that allows customers to add and configure products in a bundle according to their needs and build a “product of their own”.","is a type of product that allows customers to add and configure products in a bundle according to their needs and build a “product of their own”.",
"To import the bundle product, please follow these steps:","To import the bundle product, please follow these steps:",
Add each product item that will be used as child products in the bundle in the,Add each product item that will be used as child products in the bundle in the,
Catalog > Products > Create,Catalog > Products > Create,
or,or
Catalog > Product Bulk Tools > Product Import,Catalog > Product Bulk Tools > Product Import,
menu. The SKU of each of these products will later be used in the CSV file.,menu. The SKU of each of these products will later be used in the CSV file.,
Prepare the bundle product list to import in a CSV format. You can use the template containing the required data that can be downloaded from,Prepare the bundle product list to import in a CSV format. You can use the template containing the required data that can be downloaded from,
Import Bundle Product Template,Import Bundle Product Template,
Open the template using any supported application and add the bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,Open the template using any supported application and add the bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,
The first column in the template is the field/column name while below it is the bundle product data.,The first column in the template is the field/column name while below it is the bundle product data.,
"Each bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one bundle product, the following entries must be arranged according to the structure that is mentioned earlier.","Each bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one bundle product, the following entries must be arranged according to the structure that is mentioned earlier.",
Sample data,Sample data,
Type.data,Type.data,
"Type of product data (parent, option, or child).","Type of product data (parent, option, or child).",
SKU of the bundle product. All product data in the same bundle should use the same SKU.,SKU of the bundle product. All product data in the same bundle should use the same SKU.,
Select,Select,
Product.attribute_set,Product.attribute_set,
Attribute set for the bundle product.,to enable the bundle product in the catalog or select ,
Name,Name,
Full name of the bundle product. This value is only required for the parent product.,Full name of the bundle product. This value is only required for the parent product.,
to disable it.,to disable it.,
Description,Description,
Description of the bundle product. This value is only required for the parent product.,Description of the bundle product. This value is only required for the parent product.,
Status,Status,
Enabled,Enabled,
to enable the bundle product in the catalog or select,to enable the bundle product in the catalog or select,
to disable it.,to disable it.,
Visibility,Visibility,
"Catalog, Search","Catalog, Search",
Tax_class_id,Tax_class_id,
Tax class of the bundle product. This value is only required for the parent product.,Tax class of the bundle product. This value is only required for the parent product.,
Price,Price,
bundle product price. This value is only required for the parent product.,bundle product price. This value is only required for the parent product.,
Is_fixed_bundle,Is_fixed_bundle,
Set the value to,Set the value to,
to specify the entry not as a fixed bundle product.,to specify the entry not as a fixed bundle product.,
Price_type,Price_type,
Set the value to,Set the value to,
Dynamic,Dynamic,
if the price of the bundle product follows the original price in the product catalog. Set the value to,if the price of the bundle product follows the original price in the product catalog. Set the value to,
Fixed,Fixed,
if the product price follows the value set here. This value is only required for the parent product.,if the product price follows the value set here. This value is only required for the parent product.,
Required,Required,
if the weight of the bundle product follows the original weight in the product catalog. Set the value to ,if the weight of the bundle product follows the original weight in the product catalog. Set the value to ,
if the product weight follows the value set here. This value is only required for the parent product.,if the product weight follows the value set here. This value is only required for the parent product.,
Default_title,Default_title,
Default variant option title. All child products for the default variant option must have the same title.,Default variant option title. All child products for the default variant option must have the same title.,
Position,Position,
"Set the position of option and child product in the bundle product variant option. For parent products, just leave this column blank.","Set the position of option and child product in the bundle product variant option. For parent products, just leave this column blank.",
"If the variant option is required, set the value to ","If the variant option is required, set the value to ",
"If not, set it to","If not, set it to",
This value is only required for the option.,This value is only required for the option.,
Selection_sku,Selection_sku,
Add the SKU for child products.,Add the SKU for child products.,
Is_default,Is_default,
"to set the product as the default option. If not, set the value to","to set the product as the default option. If not, set the value to",
This value is only required for the child product.,This value is only required for the child product.,
Selection_price_value,Selection_price_value,
Add the price for each child product.,Add the price for each child product.,
Selection_qty,Selection_qty,
Add the available stock for each child product.,Add the available stock for each child product.,
Select the CSV file you edited earlier by clicking,Select the CSV file you edited earlier by clicking,
button to start importing and please wait for the process to finish. The product catalog with the newly added bundle product will be updated shortly after it.,button to start importing and please wait for the process to finish. The product catalog with the newly added bundle product will be updated shortly after it.,
Fixed Bundle Product Import Tutorial,Fixed Bundle Product Import Tutorial,
Fixed Bundle Product,Fixed Bundle Product,
"is a product package consisting of several items grouped into a single unit with one price. The difference with the basic bundle product, customers can not customize the items in the bundle.","is a product package consisting of several items grouped into a single unit with one price. The difference with the basic bundle product, customers can not customize the items in the bundle.",
"To import the fixed bundle product, please follow these steps:","To import the fixed bundle product, please follow these steps:",
Import Fixed bundle product Template,Import Fixed bundle product Template,
Open the template using any supported application and add the fixed bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,Open the template using any supported application and add the fixed bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,
The first column in the template is the field/column name while below it is the fixed bundle product data.,The first column in the template is the field/column name while below it is the fixed bundle product data.,
"Each fixed bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one fixed bundle product, the following entries must be arranged according to the structure that is mentioned earlier.","Each fixed bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one fixed bundle product, the following entries must be arranged according to the structure that is mentioned earlier.",
SKU of the fixed bundle product. All product data in the same bundle should use the same SKU.,SKU of the fixed bundle product. All product data in the same bundle should use the same SKU.,
Attribute set for the fixed bundle product.,Attribute set for the fixed bundle product.,
Full name of the fixed bundle product. This value is only required for the parent product.,Full name of the fixed bundle product. This value is only required for the parent product.,
Description of the fixed bundle product. This value is only required for the parent product.,Description of the fixed bundle product. This value is only required for the parent product.,
to enable the fixed bundle product in the catalog or select,to enable the fixed bundle product in the catalog or select,
"To make the fixed bundle product visible in the search or catalog, please set the value to","To make the fixed bundle product visible in the search or catalog, please set the value to",
Tax class of the fixed bundle product. This value is only required for the parent product.,Tax class of the fixed bundle product. This value is only required for the parent product.,
Price of the fixed bundle product. This value is only required for the parent product.,Price of the fixed bundle product. This value is only required for the parent product.,
to specify the entry as a fixed bundle product.,to specify the entry as a fixed bundle product.,
"Set the position of option and child product in the fixed bundle product variant option. For parent products, just leave this column blank.","Set the position of option and child product in the fixed bundle product variant option. For parent products, just leave this column blank.",
button to start importing and please wait for the process to finish. The product catalog with the newly added fixed bundle product will be updated shortly after it.,button to start importing and please wait for the process to finish. The product catalog with the newly added fixed bundle product will be updated shortly after it.,
No orders have been updated.,No orders have been updated.,
A total of {{values.count}} order(s) have been updated.,A total of {{values.count}} order(s) have been updated.,
Minimal 1 image is choosen,Minimal 1 image is choosen,
This page is only for {{values.type}} products.,This page is only for {{values.type}} products.,
A total of {{values.count}} record(s) have been deleted.,A total of {{values.count}} record(s) have been deleted.,
record(s),record(s),
Are you sure want to sync selected items?,Are you sure want to sync selected items?,
A total of {{values.count}} record(s) have been synced.,A total of {{values.count}} record(s) have been synced.,
User Defined,User Defined,
Data Type,Data Type,
"Minimal 1 Title is filled. If you want to delete this title, please delete the option instead.","Minimal 1 Title is filled. If you want to delete this title, please delete the option instead.",
Minimal 1 Bundle is created.,Minimal 1 Bundle is created.,
Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.,Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.,
URL to redirect user to link their 3rd party account with this Magento integration credentials.,URL to redirect user to link their 3rd party account with this Magento integration credentials.,
Download CSV,Download CSV,
There is an error on import csv.,There is an error on import csv.,
error messages.,error messages.,
There is something error while verifying captcha,There is something error while verifying captcha,
Could not verify captcha,Could not verify captcha,
Hello Again!,Hello Again!,
Welcome back! Please enter your details.,Welcome back! Please enter your phone number or email.,
Forgot Password,Forgot Password,
Don’t have an account?,Don’t have an account?,
Sign up,Sign up,
Sign in, Sign in,
Create Account,Create Account,
Complete your Business Profile.,Complete your Business Profile.,
Store Information,Store Information,
Confirm Password,Confirm Password,
Store Name,Store Name,
Pinpoint your Location,Pinpoint your Location,
Write the name of the street / building / housing,Write the name of the street / building / housing,
Postal Code,Postal Code,
Please select file,Please select file,
I agree to the,I agree to the,
terms and conditions,terms and conditions,
and the,and the,
privacy policy,privacy policy,
Submit Request,Submit Request,
File rejected. Accepted format file : {{values.format}},File rejected. Accepted format file : {{values.format}},
Register Seller,Register Seller,
Congratulations,Congratulations,
Thank you! Your registration was successful!,Thank you! Your registration was successful!,
Search product name or SKU,Search product name or SKU,
Set at Once,Set at Once,
Add at Once,Add at Once,
Change at Once,Change at Once,
Edit Product,Edit Product,
Duplicate Product,Duplicate Product,
Organize Products at Once,Organize Products at Once,
An easy way to add multiple products at once. See,An easy way to add multiple products at once. See,
User’s Guide,User’s Guide,
Download & fill in CSV files,Download & fill in Excel files,
Add products without variants in various categories. Templates can only be filled with MS. Excel 2007 and above or Libre Office.,Add products without variants in various categories. Templates can only be filled with MS. Excel 2007 and above or Libre Office.,
Download Template,Download Template,
Upload file CSV,Upload file Excel,
Select or drop your CSV file here. Max. 300 products in one file.,Select or drop your Excel file here. Max. 300 products in one file.,
Drag and drop your files here,Drag and drop files here or <span>click here</span> to select files,
Product Information,Product Information,
Product Descriptions,Product Descriptions,
Product Photo,Product Photo,
Minimum photo size,Minimum photo size,
with format,with format,
and,and,
For optimal images use a minimum size of,For optimal images use a minimum size of,
Weight & Shipping,Weight & Shipping,
Store Description,Store Description,
Opening Hours,Opening Hours,
This information is only for the purposes of the ,This information is only for the purposes of the ,
Store Page,Store Page,
Store Status,Store Status,
Store Logo,Store Logo,
File size,File size,
Select Photo,Select Photo,
Store Setting,Store Setting,
Store Address,Store Address,
Store Details,Store Details,
Shipping Information,Shipping Information,
Order List,Order List,
New Order,New Order,
Ready to Ship,Ready to Ship,
In Delivery,In Delivery,
"Search for buyer’s name, product, receipt number, or invoice","Search for buyer’s name, receipt number, or invoice",
Print Label,Print Label,
Print Invoice,Print Invoice,
Waiting for Confirmation,Waiting for Confirmation,
Order Complete,Order Complete,
Transaction ID,Transaction ID,
Transaction Time,Transaction Time,
Shipping & Handling,Shipping & Handling,
Extra Fee (Insurance),Extra Fee (Insurance),
Order Information,Order Information,
Back to Order List,Back to Order List,
Please check and make sure your files meet the requirements!,Please check and make sure your files meet the requirements!,
Reset Filter,Reset Filter,
Receipt Number,Receipt Number,
Balance Details,Balance Details,
Withdraw Balance,Withdraw Balance,
Withdrawal Information,Withdrawal Information,
"Withdrawal of funds to Bank BCA will not be subject to administration fees, if withdrawals are made to other banks, an administration fee of Rp6,500 will be charged","Withdrawal of funds to Bank BCA will not be subject to administration fees, if withdrawals are made to other banks, an administration fee of Rp6,500 will be charged",
Disbursement of funds will be processed within 1x24 hours,Disbursement of funds will be processed within 1x24 hours,
"If the balance has not been entered within the specified time, please contact our Customer Service","If the balance has not been entered within the specified time, please contact our Customer Service",
Bank Account,Bank Account,
Bank Account List,Bank Account List,
There are a maximum of 3 (three) active Bank Accounts.,There are a maximum of 3 (three) active Bank Accounts.,
Bank Name,Bank Name,
Choose bank name,Choose bank name,
Account Number,Account Number,
Check,Check,
You can use the added bank account to withdraw your balance.,You can use the added bank account to withdraw your balance.,
Income,Income,
Balance History,Balance History,
Withdrawal History,Withdrawal History,
"Search for buyer’s name, product, receipt number, or invoice","Search for buyer’s name, receipt number, or invoice",
Balance Withdrawal,Balance Withdrawal,
Income Balance,Income Balance,
Withdrawal Amount,Withdrawal Amount,
Withdrawal All,Withdrawal All,
"Minimum withdrawal amount is {{currency}} {{min}}","Minimum withdrawal amount is {{currency}} {{min}}",
Add Account,Add Account,
Income Page,Income Page,
Account Holder Name,Account Holder Name,
This field must be at least {{min}} characters,This field must be at least {{min}} characters,
This field must be at least {{min}},This field must be at least {{min}},
This field must be at most {{max}} characters,This field must be at most {{max}} characters,
This field must be at most {{max}},This field must be at most {{max}},
Only alphanumeric are allowed for this field,Only alphanumeric are allowed for this field,
See Details,See Details,
Transaction Date,Transaction Date,
"Please Choose your bank Account. If you didn't have one, please add your bank account","Please Choose your bank Account. If you didn't have one, please add your bank account",
Password Recovery,Password Recovery,
Please fill in the email you’ve used to create account and we’ll send you a reset link,Please fill in the email you’ve used to create account and we’ll send you a reset link,
Back to Sign in,Back to Sign in,
Transaction Details,Transaction Details,
Income Details,Income Details,
Transaction Value,Transaction Value,
Platform Service Fee,Platform Service Fee,
Total Income,Total Income,
Search for order number,Search for order number,
Bank account is valid,Bank account is valid,
Bank account is not valid,Bank account is not valid,
Withdrawal success,Withdrawal success,
Bank acount has been saved,Bank acount has been saved,
Search for vendor’s name,Search for vendor’s name,
KTP,KTP,
NPWP,NPWP,
KTP Number,KTP Number,
NPWP Number,NPWP Number,
Choose at least {{min}} {{key}}!,Choose at least {{min}} {{key}}!,
Choose at most {{min}} {{key}}!,Choose at most {{min}} {{key}}!,
Edit Profile,Edit Profile,
Categories,Categories,
Search categories,Search categories,
Add New Categories,Add New Categories,
No category selected,No category selected,
Manage categories here.,Manage categories here.,
New category before,New category before,
New category after,New category after,
New subcategory,New subcategory,
Are you sure want to delete {{cat}} category ?,Are you sure want to delete {{cat}} category ?,
Delete Category,Delete Category,
Selected category has been deleted!,Selected category has been deleted!,
Selected category has been updated!,Selected category has been updated!,
Category has been created!,Category has been created!,
Enter Default if the acceptance deadline applies to all shipping methods,Enter "Default" if the acceptance deadline applies to all shipping methods,
Search by name or email,Search by name or email,
Delete Product,Delete Product,
Are you sure want to delete {{sku}} ?,Are you sure want to delete {{sku}}?,
Product Selected,Product Selected,
Deactivate Product,Deactivate Product,
Are you sure you want to delete all selected products?,Are you sure you want to delete all selected products?,
Product(s) has been updated,Product(s) has been updated,
Product(s) has been deleted,Product(s) has been deleted,
Catalog Page,Catalog Page,
Product Name,Product Name,
Input min. 40 characters to make it more attractive and easy for buyers to find,Input min. 40 characters to make it more attractive and easy for buyers to find,
Stock keeping unit,Stock keeping unit,
Input price,Input price,
Stock quantity,Stock quantity,
Category List,Category List,
Product Descriptions,Product Descriptions,
Important Information,Important Information,
Product Details,Product Details,
Product Photos,Product Photos,
Main Photo,Main Photo,
Photo,Photo,
Shipping,Shipping,
Choose a delivery service,Choose a delivery service,
Dimension,Dimension,
Long,Long,
Wide,Wide,
Tall,Tall,
Product weight,Product weight,
New product has been created,New product has been created,
Detail Product,Detail Product,
Duplicate Product,Duplicate Product,
Product has been updated,Product has been updated,
Templates can only be filled with MS. Excel 2007 and above or Libre Office. Do not add any columns or rows in the CSV file.,Templates can only be filled with MS. Excel 2007 and above or Libre Office. Do not add any columns or rows in the Excel file.,
Select the CSV file that you have updated.,Select the CSV file that you have updated.,
Download list of category,Download list of category,
& list of shipping method,& list of shipping method,
Print,Print,
INVOICE,INVOICE,
PUBLISHED ON BEHALF OF,PUBLISHED ON BEHALF OF,
Seller,Seller,
FOR,FOR,
Buyer,Buyer,
Purchase Date,Purchase Date,
Shipping Address,Shipping Address,
Product Info,Product Info,
Amount,Amount,
Unit Price,Unit Price,
Total Price,Total Price,
TOTAL PRICE,TOTAL PRICE,
ITEMS,ITEMS,
Total Shipping Cost,Total Shipping Cost,
kg,kg,
TOTAL SALES,TOTAL SALES,
Expedition,Expedition,
This invoice is and processed by computer,This invoice is and processed by computer,
Please contact,Please contact,
customer service,customer service,
if you need assistance,if you need assistance,
Last Updated,Last Updated,
Print Invoice #,Print Invoice #,
Product stock has been updated,Product stock has been updated,
Download Stock,Download Stock,
Update Stock at Once,Update Stock at Once,
QTY STOCK,QTY STOCK,
We will review your registration and will notify you afterward.,We will review your registration and will notify you afterward.,
Launch Swift OMS,Launch Swift OMS,
No shipping methods are available. Please setup shipping method in,No shipping methods are available. Please setup shipping method in,
store setting menu,store setting menu,
Account Information,Account Information,
Profile Picture,Profile Picture,
Phone,Phone,
Stock Page,Stock Page,
Update Stocks at Once,Update Stocks at Once,
An easy way to update multiple stocks at once See,An easy way to update multiple stocks at once See,
Change File,Change File,
Something wrong while uploading stock,Something wrong while uploading stock,
Download file for details,Download file for details,
Re-upload,Re-upload,
Upload stock has been completed,Upload stock has been completed,
Something wrong while uploading product,Something wrong while uploading product,
Upload product has been completed,Upload product has been completed,
Value must be an integer!,Value must be an integer!,
Value must be positive number!,Value must be positive number!,
Value must must be at least {{min}}!,Value must must be at least {{min}}!,
Value must must be at most {{min}}!,Value must must be at most {{min}}!,
Promotion has been saved,Promotion has been saved,
Promotion Page,Promotion Page,
Promotion Detail,Promotion Detail,
Discount Qty Step,Discount Qty Step,
Uses Per Coupon,Uses Per Coupon,
Uses Per Customer,Uses Per Customer,
Name of the Rule. Exp: Free Shipping October,Name of the Rule. Exp: Free Shipping October,
Value must be greater than 0,Value must be greater than 0,
Input value Get Y,Input value Get Y,
Input Maximum value Free Y Item,Input Maximum value Free Y Item,
Number of Coupon,Number of Coupon,
Coupon Usage per Customer,Coupon Usage per Customer,
Buy X,Buy X,
Get Y,Get Y,
Maximum Free Y Item, Maximum Free Y Item,
Seller Promotion,Seller Promotion,
In Active,In Active,
Search for Name or Coupon Code,Search for Name or Coupon Code,
Promotion,Promotion,
Waiting for Pickup,Waiting for Pickup,
Courier Pickup,Courier Pickup,
Customer Received,Customer Received,
Order has been canceled,Order has been canceled,
Order has been confirmed,Order has been confirmed,
Courier has been booked,Courier has been booked,
Confirm Order,Confirm Order,
Book Courier,Book Courier,
Track Order,Track Order,
Schedule Payout has been set,Schedule Payout has been set,
Set Withdrawal Schedule,Set Withdrawal Schedule,
Default Bank Account,Default Bank Account,
Set As Default,Set As Default,
Remove,Remove,
Terms and Condition,Terms and Condition,
Privacy Policy,Privacy Policy,
Withdraw Approval,Withdraw Approval,
Transaction Date From,Transaction Date From,
Transaction Date To,Transaction Date To,
Value must be at least 1, Value must be at least 1,
Select Rule Action for Promotion,Select Rule Action for Promotion,
Value cannot be decimal,Value cannot be decimal,
SHIPPING LABEL SETTINGS,SHIPPING LABEL SETTINGS,
Weight :,Weight :,
Receiver :,Receiver :,
Sender :,Sender :,
Seller doesn’t have to pay anything to the courier,Seller doesn’t have to pay anything to the courier,
Additional Info,Additional Info,
Print with Product List,Print with Product List,
Search notification,Search notification,
Read All,Read All,
Bank account has been deleted,Bank account has been deleted,
Use Customer Review,Use Customer Review,
This setting is one of the parameters that can changes shipment status to "Delivered". Set Yes to mark shipment as Delivered after the Customer Review.,This setting is one of the parameters that can changes shipment status to "Delivered". Set Yes to mark shipment as Delivered after the Customer Review.,
View all notifications,View all notifications,
Select withdrawal schedule,Select withdrawal schedule,
Set withdrawal schedule and set bank as default to enable automatic withdrawal,Set withdrawal schedule and set bank as default to enable automatic withdrawal,
Multiseller Channel,Multiseller Channel,
Seller's store (location) will be assigned to Multiseller Channel automatically.,Seller's store (location) will be assigned to Multiseller Channel automatically.,
A positive or negative non-decimal number please,A positive or negative non-decimal number please,
Maximum value is 100,Maximum value is 100,
Minimum value is -100,Minimum value is -100
"To Add at Once Products, please follow these steps:","To Add at Once Products, please follow these steps:",
Prepare the Products in a CSV format. You can use the template containing the required data that can be downloaded from,Prepare the Products in a CSV format. You can use the template containing the required data that can be downloaded from,
Catalog > Set At Once > Add at Once > Download & fill in CSV files > Download Template,Catalog > Set At Once > Add at Once > Download & fill in CSV files > Download Template,
Open the template using any supported application. The first row is the field/column name while below it is the products data.,Open the template using any supported application. The first row is the field/column name while below it is the products data.,
Sample CSV Data:,Sample CSV Data:,
"red text means mandatory field, cannot be empty.","red text means mandatory field, cannot be empty.",
Details CSV Information:,Details CSV Information:,
"Product’s SKU (Stock Keeping Unit), SKU must be unique (different).","Product’s SKU (Stock Keeping Unit), SKU must be unique (different).",
"Product’s SKU (Stock Keeping Unit), SKU cannot be replaced or empty.","Product’s SKU (Stock Keeping Unit), SKU cannot be replaced or empty.",
Full name of the product. Product name must be unique (different).,Full name of the product. Product name must be unique (different).,
Status (Enabled/Disabled),Status (Enabled/Disabled),
"Status of the product, the value is “Enabled” to enable the product or “Disabled” to disable the product.","Status of the product, the value is “Enabled” to enable the product or “Disabled” to disable the product.",
"Price of the product. To use comma for this field, use symbol “.” between number.","Price of the product. To use comma for this field, use symbol “.” between number.",
Total available stock of the product.,Total available stock of the product.,
Minimum quantity allowed in shopping cart.,Minimum quantity allowed in shopping cart.,
"Category of the product, the value based on Category Id’s. Download Category list in","Category of the product, the value based on Category Id’s. Download Category list in",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Category","Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Category",
to get all available category id’s.,to get all available category id’s.,
"Description of the product, this field is not mandatory.","Description of the product, this field is not mandatory.",
"Important Information of the product for customers, this field is not mandatory.","Important Information of the product for customers, this field is not mandatory.",
"Photo of the product, the value must be the full photo URL including the photo type","Photo of the product, the value must be the full photo URL including the photo type",
"Minimum photo size should be 500x500 pixels. Photo 1 is mandatory, the rest is optional. To generate a photo URL, follow the "How to upload product photos via Imgur" below.","Minimum photo size should be 500x500 pixels. Photo 1 is mandatory, the rest is optional. To generate a photo URL, follow the "How to upload product photos via Imgur" below.",
"Shipping Method of the product, this field based on Shipping Method ID of the product. Download Shipping Method list in","Shipping Method of the product, this field based on Shipping Method ID of the product. Download Shipping Method list in",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Shipping Method","Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Shipping Method",
to get all available shipping method id’s. Make sure shipping method already configured in,to get all available shipping method id’s. Make sure shipping method already configured in,
Store Setting > Shipping Information,Store Setting > Shipping Information,
Dimension Long (cm),Dimension Long (cm),
"Dimension long of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimension long of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.",
Dimension Wide (cm),Dimension Wide (cm),
"Dimension wide of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimension wide of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.",
Dimension Tall (cm),Dimension Tall (cm),
"Dimension tall of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimension tall of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.",
Weight (kg),Weight (kg),
"Total weight of the product. To use comma for this field, use symbol “.” between number.","Total weight of the product. To use comma for this field, use symbol “.” between number.",
button on,button on,
area’s,area’s,
"After selecting csv file, click on the Upload button. Please wait until the process is complete. Once it is complete, the notification will appear like this","After selecting csv file, click on the Upload button. Please wait until the process is complete. Once it is complete, the notification will appear like this",
"Make sure all the products in the CSV are uploaded correctly by checking them on the Catalog page. If the upload fails, the notification will appear like this","Make sure all the products in the CSV are uploaded correctly by checking them on the Catalog page. If the upload fails, the notification will appear like this",
Find the error details by clicking on the,Find the error details by clicking on the,
"button and open the csv file using any supported application. The error message will shown in the last column of csv, for example:","button and open the csv file using any supported application. The error message will shown in the last column of csv, for example:",
"Follow an instruction given in the error column to fix error. After all the errors are fixed, save the modified csv file and reupload the csv file.","Follow an instruction given in the error column to fix error. After all the errors are fixed, save the modified csv file and reupload the csv file.",
How to Upload Product Photos via Imgur,How to Upload Product Photos via Imgur,
Open this url,Open this url,
Upload your image by clicking on,Upload your image by clicking on,
Choose Photo/Video,Choose Photo/Video,
and choose the image Or you can easily drop the image in the left form,and choose the image Or you can easily drop the image in the left form,
Drop Images Here,Drop Images Here,
"After insert the image, the image will be processed and you will redirected to the image url. Right click on the image, then choose","After insert the image, the image will be processed and you will redirected to the image url. Right click on the image, then choose",
Copy image address,Copy image address,
