key,text,module
Start Date To,Tanggal Mulai Ke,
End Date From,Tanggal Akhir Dari,
End Date To,Tanggal Akhir Ke,
Discount Type,Jenis Diskon,
Discount Value,Nilai Diskon,
Max Order,Pesanan Maks,
Updated At From,Diperbarui Di Dari,
Updated At To,Diperbarui Di To,
Period,Periode,
From,Dari,
To,Ke,
Order Status,Status Pesanan,
Day,Hari,
Month,Bulan,
Year,Tahun,
Refresh Statistics,Segarkan Statistik,
Order report statistics have been refreshed.,Statistik laporan pesanan telah diperbarui.,
Something went wrong while trying to refresh order report statistics.,Terjadi masalah saat mencoba menyegarkan statistik laporan pesanan.,
Show Report,Tampilkan Laporan,
Interval,Selang,
Orders,Pesanan,
Sales Items,Barang Penjualan,
Sales Total,Total Penjualan,
Invoiced,ditagih,
Refunded,Dikembalikan,
Sales Tax,Pajak Penjualan,
Sales Shipping,Pengiriman Penjualan,
Sales Discount,Potongan harga,
Order Service Level Indicator (SLI) Report,Laporan Indikator Tingkat Layanan Pesanan (SLI),
Total Order Queue,Jumlah Antrian Pesanan,
Avg Entry Time,Waktu Masuk Rata-rata,
Total Allocated,Total Alokasi,
Avg Allocation Time,Waktu Alokasi Rata-rata,
Total Order Created,Total Pesanan Dibuat,
Avg Order Creation Time,Waktu Pembuatan Pesanan Rata-Rata,
Total Shipment Created,Total Pengiriman Dibuat,
Avg Shipment Creation Time,Waktu Pembuatan Pengiriman Rata-rata,
Total Confirmed,Total Dikonfirmasi,
Avg Confirmation Time,Waktu Konfirmasi Rata-rata,
Total Shipped with AWB,Total Dikirim dengan AWB,
Avg Shipped with AWB,Rata-rata Dikirim dengan AWB,
Total Delivered,Total Terkirim,
Avg Delivered Time,Waktu Pengiriman Rata-rata,
Total Canceled,Total Dibatalkan,
Avg Cancellation Time,Waktu Pembatalan Rata-rata,
Avg Time Format HH:MM:SS,Format Waktu Rata-rata JJ:MM:SS,
Date From,Tanggal Dari,
Date To,Tanggal Ke,
Export To,Ekspor ke,
Print Date,Tanggal Cetak,
Order Date,Tanggal Pemesanan,
Status Order Channel,Channel Pesanan Status,
Billing Address,Alamat Tagihan,
Base Price,Harga dasar,
Sale Price,Harga penjualan,
Discount Amount,Jumlah diskon,
Order Total,Jumlah Pesanan,
Payment Method,Cara Pembayaran,
Grand Total,Hasil akhir,
Shipping Cost,Biaya pengiriman,
Manage CLI Tools,Kelola Alat CLI,
Command has been added successfully,Perintah telah berhasil ditambahkan,
Title,Judul,
Execute At,Dijalankan Saat,
Finished At,Selesai Saat,
Command,Perintah,
Execute From,Dijalankan Dari,
Execute To,Dijalankan Sampai,
Finished From,Selesai Dari,
Finished To,Selesai Sampai,
Manually Run Command,Jalankan Perintah Secara Manual,
Command Name,Nama Perintah,
Additional Command,Perintah Tambahan,
Add Command,Tambahkan Perintah,
ID from,ID dari,
ID to,ID sampai,
Create User,Buat Pengguna,
The user has been saved.,Pengguna telah disimpan.,
Edit User,Ubah Pengguna,
Company (vendor only),Perusahaan (khusus vendor),
"user can only view Products, Sources, Locations and Shipments belonging to the selected company.","pengguna hanya dapat melihat Produk, Sumber, Lokasi dan Pengiriman milik perusahaan yang dipilih.",
Access Control List Setting,Pengaturan Daftar Kontrol Akses,
Use Group ACL,Bolehkan Semua Akses,
Copy from User Group,Salin dari Grup Pengguna,
Create Group,Membuat grup,
Group Name is required,Nama Grup wajib diisi,
The user group has been saved.,Grup pengguna telah disimpan.,
Edit Acl Group,Edit Grup Acl,
Edit User Group,Edit Grup Pengguna,
Group Name,Nama grup,
Access Control List,Daftar Kontrol Akses,
Grant All Access Control,Berikan Semua Kontrol Akses,
Create User Group,Buat Grup Pengguna,
Notifications,Pemberitahuan,
Error Order Notification,Pemberitahuan Pesanan Kesalahan,
Reallocation Order Notification,Pemberitahuan Pesanan Realokasi,
New Order Notification,Pemberitahuan Pesanan Baru,
RMA Notification,Pemberitahuan RMA,
New User Creation,Pembuatan Pengguna Baru,
Manage Credit Memos,Kelola Memo Kredit,
Credit Memo,Memo kredit,
Bill-to Name,Tagihan ke Nama,
Refunded From,Dikembalikan Dari,
Refunded To,Dikembalikan Ke,
Print Credit Memo,Cetak Memo Kredit,
Items to Refund,Item untuk Pengembalian Dana,
Qty Refund,Pengembalian Dana Kuantitas,
Qty to Refund,Kuantitas untuk Pengembalian Dana,
Tax Amount,Jumlah Pajak,
Row Total,Jumlah Baris,
SKU : , SKU :,
Ordered : , Dipesan :,
Invoiced : , Ditagih:,
Shipped : , Dikirim :,
Refunded : , Dikembalikan:,
Canceled : , Dibatalkan:,
Refund Totals,Pengembalian Dana Total,
Discount,Diskon,
Refund Shipping,Pengiriman pengembalian dana,
Adjusment Refund,Pengembalian Dana Penyesuaian,
Adjusment Fee,Biaya Penyesuaian,
View Memo #,Lihat Memo #,
New Memo #,Memo Baru #,
Creditmemo Created,Memo Kredit Dibuat,
IDR,Rp,
Credit Memo Comments,Komentar Memo Kredit,
Comment Text,Teks Komentar,
Append Comments,Tambahkan Komentar,
Email Copy of Credit Memo,Salinan Email Memo Kredit,
Calculate Totals,Hitung Total,
Manage Request,Kelola Permintaan,
Pending Approval,Menunggu persetujuan,
Package Sent,Paket Terkirim,
Package Received,Paket Diterima,
Proccessing,Pemrosesan,
Complete,Selesai,
Request,Meminta,
Channel Order,Urutan Channel,
Original Location(s),Lokasi Asli,
Manage Request #,Kelola Permintaan #,
The Refund has been processed,Pengembalian dana telah diproses,
The RMA has been updated,RMA telah diperbarui,
Required !,Yg dibutuhkan !,
Offline,Offline,
Refund to Customer Store Credit,Pengembalian dana ke Kredit Toko Pelanggan,
Create Customer Giftcard,Buat Kartu Hadiah Pelanggan,
Pickup in Store,Ambil di Toko,
Refund,Pengembalian dana,
Request Date,Tanggal Permintaan,
Last Update,Pembaharuan Terakhir,
Return Type,Tipe Pengembalian,
Replacement Order Type,Jenis Pesanan Pengganti,
Account Information,Informasi Akun,
Customer Name,Nama Pelanggan,
Customer Email,Surel pelanggan,
Return Qty,Kuantitas Pengembalian,
Return Details,Detail Pengembalian,
Return Stock,Stok Pengembalian,
Price :,Harga :,
Package Condition,Kondisi Paket,
Attachment : , Lampiran :,
Notify Customer by Email,Beri tahu Pelanggan melalui Email,
Visible to Customer,Terlihat oleh Pelanggan,
Unknown,Tidak dikenal,
Manage Status,Kelola Status,
Position,Posisi,
RMA Status has been saved,Status RMA telah disimpan,
Fetch Marketplace Order,Ambil Pesanan Marketplace,
Detail Order #,Rincian Pesanan #,
Manage Invoice,Kelola Faktur,
Order has been exported successfully,Pesanan telah berhasil diekspor,
Order successfully fetched. Please wait for at least 15 minutes for order to sync,Pesanan berhasil diambil. Harap tunggu setidaknya 15 menit agar pesanan disinkronkan,
The order has been saved,Pesanan telah disimpan,
Order was canceled,Pesanan dibatalkan,
Channel Order Status,Status Pesanan Channel,
Last Updated,Terakhir Diperbarui,
Queue Status,Status Antrian,
Payment Confirmation Status,Status Konfirmasi Pembayaran,
Error Log,Catatan eror,
Tab Status,Status Tab,
Manage Order Queue,Kelola Antrian Pesanan,
Bulk Order Reallocation,Realokasi Pesanan Massal,
Bulk Reallocation,Realokasi Massal,
Select File,Pilih file,
Set As New,Tetapkan Sebagai Baru,
Set as Reallocation,Tetapkan sebagai Realokasi,
Set as Allocating,Tetapkan sebagai Mengalokasikan,
Export No Allocation,Ekspor Tanpa Alokasi,
Export All,Ekspor Semua,
Please click the button below to fetch marketplace order manually,Silakan klik tombol di bawah ini untuk mengambil pesanan marketplace secara manual,
Last Fetch Marketplace Order Manually By,Last Fetch Marketplace Order Secara Manual Oleh,
at,pada,
Cancel Order,Batalkan Pesanan,
Are you sure want to cancel this order?,Yakin ingin membatalkan pesanan ini?,
Order status is,Status pesanan adalah,
Payment Information,Informasi Pembayaran,
Bank,Bank,
Destination Account,Akun Tujuan,
Ref Number,Nomor Referensi,
Amount Paid,Jumlah yang dibayarkan,
Approved By,Disetujui oleh,
Approve Payment,Setujui Pembayaran,
There will be no salable stock checking for edited items. Are you sure you want to edit the order item?,Tidak akan ada pemeriksaan stok yang dapat dijual untuk item yang diedit. Yakin ingin mengedit item pesanan?,
Edit Order,Ubah Pesanan,
Order Totals,Jumlah Pesanan,
Notes for This Order,Catatan untuk Pesanan Ini,
Edit History,Ubah Riwayat,
Comment,Komentar,
Replace Product,Ganti Produk,
Product SKU,SKU produk,
Replace,Mengganti,
Invoice Date,Tanggal faktur,
From Invoice Date,Dari Tanggal Faktur,
To Invoice Date,Sampai Tanggal Faktur,
Items Invoiced,Item yang Ditagih,
Invoice Totals,Total Faktur,
View Detail,Lihat Detail,
Airwaybill Number,Nomor Airwaybill,
Replacement For,Pengganti untuk,
Are you sure you want to delete this SKU Product?,Yakin ingin menghapus Produk SKU ini?,
Add SKU Product,Tambahkan Produk SKU,
Status Approval,Persetujuan Status,
Order was Approved,Pesanan Disetujui,
Order was Not Approved,Pesanan Tidak Disetujui,
Approve,Menyetujui,
Not Approve,Tidak Menyetujui,
Vendor Code,Kode vendor,
Vendor Name,Nama pedagang,
The Vendor has been saved.,Vendor telah disimpan.,
Logo Vendor,Vendor Logo,
Promotion Banner,Spanduk Promosi,
Company Information,informasi perusahaan,
New Product,Produk baru,
Can upload new product,Dapat mengunggah produk baru,
Margin,Batas,
Product Auto Approval,Persetujuan Otomatis Produk,
Can auto approve product,Dapat menyetujui produk secara otomatis,
Shipper Shipping,Pengiriman Pengirim,
Vendor Shipping,Pengiriman Vendor,
Beneficiaries,Penerima manfaat,
Bank Account Number,Nomor Akun Bank,
Bank Account Name,Nama Akun Bank,
Alias Name,Nama Alias,
Payout Schedule,Jadwal Pembayaran,
Sample CSV,Contoh CSV,
failed,gagal,
ATTACH FILE,LAMPIRKAN FILE,
Tutorial,Tutorial,
Tutorial Upload Product,Tutorial Unggah Produk,
Approval status,Status persetujuan,
Vendor Product Approval,Persetujuan Produk Vendor,
Coupon Code,Kode Kupon,
From Date,Dari Tanggal,
To Date,Sampai Tanggal,
Create Promotion,Buat Promosi,
New Promotion has been saved.,Promosi Baru telah disimpan.,
Edit Promotion,Ubah Promosi,
Rule Name,Nama Aturan,
Rule Action,Aksi Aturan,
Discount Amount / Get Y,Jumlah Diskon / Dapatkan Y,
Buy X (For Buy X Get Y Free Only),Beli X (Untuk Beli X Dapatkan Y Gratis Saja),
Maximum Free Y Item (For Buy X Get Y Free Only),Maksimum Gratis Y Item (Untuk Beli X Gratis Y Saja),
Amount,Jumlah,
Response,Tanggapan,
Amount From,Jumlah Dari,
Amount To,Jumlah Sampai,
Iris Payout History,Riwayat Pembayaran Iris,
Create Payout,Buat Pembayaran,
Balance,Saldo,
Beneficiary Id,ID Penerima,
No Reference,Tidak Ada Referensi,
Vendor Id,ID Vendor,
Are you sure you want to approve?,Apakah Anda yakin ingin menyetujui?,
Approve success!,Setujui kesuksesan!,
Reject,Menolak,
Are you sure you want to Reject?,Apakah Anda yakin ingin Menolak?,
Reject success!,Tolak kesuksesan!,
Shipments,pengiriman,
"Cannot upload, Files must be a type "," Tidak dapat mengunggah, File harus bertipe",
Manage Credit Memos,Kelola Memo Kredit,
Status Code,Kode status,
Status Label,Label Status,
Include in Item Status,Sertakan dalam Status Barang,
Auto Message Text,Teks Pesan Otomatis,
Send Email to Customer,Kirim Email ke Pelanggan,
Custom Email Text to Customer,Teks Email Kustom ke Pelanggan,
Send Email to Admin,Kirim Email ke Admin,
Custom Email Text to Admin,Teks Email Kustom ke Admin,
Ikuti instruksi berikut untuk mengunggah data,Ikuti instruksi berikut untuk mengunggah data,
Siapkan berkas csv untuk mengunggah data,Siapkan berkas csv untuk mengunggah data,
unduh contoh berkas csv yang berisi persyaratan data yang dibutuhkan,unduh contoh berkas csv yang berisi persyaratan data yang dibutuhkan,
Klik Disini,Klik Disini,
Buka contoh berkas csv yang telah diunduh. Anda dapat membukanya dengan aplikasi apapun seperti Microsoft Excel,Buka contoh berkas csv yang telah diunduh. Anda dapat membukanya dengan aplikasi apapun seperti Microsoft Excel,
kolom dalam contoh berkas csv adalah syarat minimal untuk unggah,kolom dalam contoh berkas csv adalah syarat minimal untuk diunggah,
Harap pastikan bahwa berkas csv yang akan diunggah sudah benar. Anda dapat memeriksa ulang dengan berkas csv anda,Harap pastikan bahwa berkas csv yang akan diunggah sudah benar. Anda dapat memeriksa ulang dengan berkas csv anda,
"Jika ada kolom berisi tanggal, harap pastikan format tanggal sudah benar sesuai dengan contoh berkas CSV","Jika ada kolom berisi tanggal, harap pastikan format tanggal sudah benar-benar sesuai dengan contoh CSV",
Pilih bulk type,Pilih tipe massal,
Lampirkan berkas csv dengan mengklik tombol,Lampirkan berkas csv dengan mengklik tombol,
"Langkah terakhir, klik tombol","Langkah terakhir, klik tombol",
"untuk mengunggah berkas csv, kemudian tunggu hingga proses selesai","untuk mengunggah berkas csv, kemudian tunggu hingga proses selesai",
Tutorial Upload Product master,Tutorial Unggah Produk master,
produk,produk,
Anda bisa menambahkan kolom yang sudah terdaftar di atribut produk,Anda bisa menambahkan kolom yang sudah terdaftar di atribut produk,
Ini merupakan contoh data csv yang salah yang akan menyebabkan kegagalan dalam pengunggahan,Ini merupakan contoh data csv yang salah yang akan menyebabkan kegagalan dalam pengunggahan,
Beneficiaries,Penerima manfaat,
Path,Jalur,
TADA Category ID,ID Kategori TADA,
TADA Catalog Category ID,ID Kategori Katalog TADA,
Category,Kategori,
Username,Nama belakang,
Api Key,Kunci API,
Api Secret,Rahasia Api,
Program ID,ID Program,
Configuration,Konfigurasi,
Add Configuration,Tambahkan Konfigurasi,
New TADA Configuration has been saved,Konfigurasi TADA baru telah disimpan,
TADA configuration has been saved,Konfigurasi TADA telah disimpan,
Edit Configuration,Edit Konfigurasi,
Add New Configuration,Tambahkan Konfigurasi Baru,
Catalog ID,ID Katalog,
Company ID,identitas perusahaan,
Brand,Merek,
Is Active,Aktif,
Company ID From,ID Perusahaan Dari,
Company ID To,ID Perusahaan Sampai,
Shipping Company,Perusahaan perkapalan,
Add Shipping Company,Tambahkan Perusahaan Pengiriman,
The shipping company has been saved,Perusahaan pelayaran telah diselamatkan,
Edit Shipping Company,Ubah Perusahaan Pengiriman,
New shipping company has been saved,Perusahaan pelayaran baru telah disimpan,
Add New Shipping Company,Tambahkan Perusahaan Pengiriman Baru,
From Grand Total,Dari Hasil Akhir,
To Grand Total,Sampai Hasil Akhir,
Product Option,Opsi Produk,
Custom options let customers choose the product variations they want.,Opsi kustom memungkinkan pelanggan memilih variasi produk yang mereka inginkan.,
Import Option,Opsi Impor,
Add Option,Tambahkan Opsi,
Option Title,Judul Opsi,
The product price has been deleted,Harga produk telah dihapus,
Product price sync to marketplace successfully,Sinkronisasi harga produk ke marketplace berhasil,
View Balance,Lihat Saldo,
Account Iris Balance,Saldo Iris Akun,
 or , atau,
View Tutorial,Lihat Tutorial,
Select Product,Pilih Produk,
Vendor SKU,SKU Vendor,
Simple Product,Produk Sederhana,
Configurable Product,Produk yang Dapat Dikonfigurasi,
Vendor approved.,Vendor disetujui.,
Vendor not approved.,Vendor tidak disetujui.,
Reason Code,Kode alasan,
Reason Label,Label Alasan,
Manage Cancel Reason,Kelola Alasan Pembatalan,
Add Cancel Reason,Tambahkan Alasan Batal,
New cancel reason has been added.,Alasan pembatalan baru telah ditambahkan.,
Add New Cancel Reason,Tambahkan Alasan Pembatalan Baru,
Cancel reason has been saved.,Alasan pembatalan telah disimpan.,
Is Default,Apakah Default,
Default Quantity,Kuantitas Default,
Add Products to Option,Tambahkan Produk ke Opsi,
Add Selected Products,Tambahkan Produk Terpilih,
Bundle Product,Bundel Produk,
Product Type,tipe produk,
Success Update Cancel Reason,Sukses Perbarui Batalkan Alasan,
Edit Cancel Reason,Ubah Alasan Pembatalan,
New attribute Was Saved,Atribut baru Disimpan,
New Attribute,Atribut Baru,
Save Attribute,Simpan Atribut,
Attribute Properties,Properti Atribut,
Default Label,Label Bawaan,
Catalog Input Type for Store Owner,Jenis Masukan Katalog untuk Pemilik Toko,
This is used internally. Make sure you don't use spaces or more than 60 symbols.,Ini digunakan secara internal. Pastikan Anda tidak menggunakan spasi atau lebih dari 60 simbol.,
Create Configurable Product,Buat Produk yang Dapat Dikonfigurasi,
Configurable products allow customers to choose options (Ex: shirt color).,Produk yang dapat dikonfigurasi memungkinkan pelanggan untuk memilih opsi (Mis: warna baju).,
You need to create a simple product for each configuration (Ex: a product for each color).,Anda perlu membuat produk sederhana untuk setiap konfigurasi (Mis: produk untuk setiap warna).,
Configurations,Konfigurasi,
Create Configurations,Buat Konfigurasi,
Edit Configurations,Edit Konfigurasi,
Create Product Configurations,Buat Konfigurasi Produk,
Select Attributes,Pilih Atribut,
Attribute Values,Nilai Atribut,
Bulk Images & Price,Gambar & Harga Massal,
Summary,Ringkasan,
Step 1: Select Attributes,Langkah 1: Pilih Atribut,
Step 2: Attribute Values,Langkah 2: Nilai Atribut,
Step 3: Bulk Images and Price,Langkah 3: Gambar dan Harga Massal,
Step 4: Summary,Langkah 4: Ringkasan,
Selected Attributes:,Atribut yang Dipilih:,
Create New Attribute,Buat Atribut Baru,
Attribute Label,Label Atribut,
Select values from each attribute to include in this product.,Pilih nilai dari setiap atribut untuk disertakan dalam produk ini.,
Each unique combination of values creates a unique product SKU.,Setiap kombinasi nilai yang unik menciptakan SKU produk yang unik.,
Select All,Pilih Semua,
Deselect All,Batalkan Pilihan Semua,
Create New Value,Buat Nilai Baru,
Based on your selections 1 new products will be created. Use this step to customize images and price for your new products.,"Berdasarkan pilihan Anda, 1 produk baru akan dibuat. Gunakan langkah ini untuk menyesuaikan gambar dan harga untuk produk baru Anda.",
Apply single set of images to all SKUs,Terapkan satu set gambar ke semua SKU,
Apply unique images by attribute to each SKU,Terapkan gambar unik berdasarkan atribut ke setiap SKU,
Skip image uploading at this time,Lewati pengunggahan gambar saat ini,
Apply single price to all SKUs,Terapkan harga tunggal untuk semua SKU,
Apply unique prices by attribute to each SKU,Terapkan harga unik berdasarkan atribut untuk setiap SKU,
Skip price at this time,Lewati harga saat ini,
Here are the products you're about to create.,Berikut adalah produk yang akan Anda buat.,
Generate Products,Hasilkan Produk,
Choose a different Product,Pilih Produk yang berbeda,
Disable Product,Nonaktifkan Produk,
Enable Product,Aktifkan Produk,
Remove Product,Hapus Produk,
Current Variations,Variasi saat ini,
Add Product Manually,Tambahkan Produk Secara Manual,
Select Associated Product,Pilih Produk Terkait,
Integrations,Integrasi,
Extension Integrations,Integrasi Ekstensi,
Add New Integration,Tambahkan Integrasi Baru,
Activate,Mengaktifkan,
Reauthorize,Otorisasi ulang,
New integration has been saved,Integrasi baru telah disimpan,
New Integration,Integrasi Baru,
Callback URL,URL panggilan balik,
Identity link URL,URL tautan identitas,
Current User Identity Verification,Verifikasi Identitas Pengguna Saat Ini,
Your Password,Kata sandi Anda,
Save & Activate,Simpan & Aktifkan,
Integration Details,Detail Integrasi,
integration has been updated,integrasi telah diperbarui,
Consumer Key,Kunci Konsumen,
Consumer Secret,Rahasia Konsumen,
Access Token Secret,Akses Rahasia Token,
Success Reauthorize,Sukses Otorisasi ulang,
Success Activate,Sukses Aktifkan,
Refund Type,Jenis pengembalian dana,
Store Credit,Kredit Toko,
Minimal 1 Products is choosen!,Minimal 1 Produk dipilih!,
Fixed Bundle Product Import,Impor Produk Bundel Tetap,
Bundle Product Import,Paket Impor Produk,
Price From,Harga Dari,
Price To,Harga Sampai,
the packing order is ready to be processed,pesanan packing siap diproses,
Customer is filling out form,Pelanggan sedang mengisi formulir,
Customer Picked Up,Pelanggan Dijemput,
Customer has been waiting since,Pelanggan telah menunggu sejak,
Customer picked up on,Pelanggan mengambil,
Pickup :,Ambil :,
Pickup Details :,Detail Pengambilan:,
Vehicle Plate Number :,Nomor Plat Kendaraan :,
Vehicle Description :,Deskripsi Kendaraan :,
Notes :,Catatan:,
Items Shipped,Barang Dikirim,
Total :,Jumlah:,
Sync All to Marketplace,Sinkronkan Semua ke Marketplace,
Bundle Product Import Tutorial,Tutorial Impor Produk Bundel,
is a type of product that allows customers to add and configure products in a bundle according to their needs and build a “product of their own”.,adalah jenis produk yang memungkinkan pelanggan untuk menambahkan dan mengkonfigurasi produk dalam bundel sesuai dengan kebutuhan mereka dan membangun “produk mereka sendiri� .,
"To import the bundle product, please follow these steps:","Untuk mengimpor produk bundel, ikuti langkah-langkah berikut:",
Add each product item that will be used as child products in the bundle in the,Tambahkan setiap item produk yang akan digunakan sebagai produk turunan dalam bundel di,
Catalog > Products > Create,Katalog > Produk > Buat,
or,atau,
Catalog > Product Bulk Tools > Product Import,Katalog > Alat Massal Produk > Impor Produk,
menu. The SKU of each of these products will later be used in the CSV file.,Tidak bisa. SKU dari masing-masing produk tersebut nantinya akan digunakan dalam file CSV.,
Prepare the bundle product list to import in a CSV format. You can use the template containing the required data that can be downloaded from,Siapkan daftar produk bundel untuk diimpor dalam format CSV. Anda dapat menggunakan template yang berisi data yang diperlukan yang dapat diunduh dari,
Import Bundle Product Template,Impor Templat Produk Bundel,
Open the template using any supported application and add the bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,"Buka template menggunakan aplikasi apa pun yang didukung dan tambahkan data produk bundel sesuai kebutuhan, tetapi pastikan semua produk memiliki lokasi yang ditetapkan yang sama. Harap perhatikan juga bahwa hanya nilai yang dipisahkan koma yang didukung untuk template.",
The first column in the template is the field/column name while below it is the bundle product data.,Kolom pertama pada template adalah field/nama kolom sedangkan di bawahnya adalah bundle product data.,
"Each bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one bundle product, the following entries must be arranged according to the structure that is mentioned earlier.","Setiap entri produk bundel memiliki struktur produk induk, opsi (sebagai varian bundel), dan produk turunan. Begitu pula jika ingin mengimpor lebih dari satu produk bundel, entri berikut harus diatur sesuai dengan struktur yang disebutkan sebelumnya.",
Sample data,Contoh data,
Type.data,Ketik.data,
"Type of product data (parent, option, or child).","Jenis data produk (induk, opsi, atau anak).",
SKU of the bundle product. All product data in the same bundle should use the same SKU.,SKU produk bundel. Semua data produk dalam paket yang sama harus menggunakan SKU yang sama.,
Select,Pilih,
Product.attribute_set,Produk.attribute_set,
Attribute set for the bundle product., untuk mengaktifkan produk bundel di katalog atau pilih,
Name,Nama,
Full name of the bundle product. This value is only required for the parent product.,Nama lengkap produk bundel. Nilai ini hanya diperlukan untuk produk induk.,
to disable it.,untuk menonaktifkannya.,
Description,Keterangan,
Description of the bundle product. This value is only required for the parent product.,Deskripsi produk bundel. Nilai ini hanya diperlukan untuk produk induk.,
Status,Status,
Enabled,Diaktifkan,
to enable the bundle product in the catalog or select,untuk mengaktifkan produk bundel di katalog atau pilih,
to disable it.,untuk menonaktifkannya.,
Visibility,Visibilitas,
"Catalog, Search","Katalog, Cari",
Tax_class_id,Pajak_kelas_id,
Tax class of the bundle product. This value is only required for the parent product.,Kelas pajak dari produk bundel. Nilai ini hanya diperlukan untuk produk induk.,
Price,Harga,
bundle product price. This value is only required for the parent product.,harga produk bundel. Nilai ini hanya diperlukan untuk produk induk.,
Is_fixed_bundle,Is_fixed_bundel,
Set the value to,Tetapkan nilainya menjadi,
to specify the entry not as a fixed bundle product.,untuk menentukan entri bukan sebagai produk bundel tetap.,
Price_type,harga_tipe,
Set the value to,Tetapkan nilainya menjadi,
Dynamic,Dinamis,
if the price of the bundle product follows the original price in the product catalog. Set the value to,jika harga produk bundle mengikuti harga asli yang ada di katalog produk. Tetapkan nilainya menjadi,
Fixed,Tetap,
if the product price follows the value set here. This value is only required for the parent product.,jika harga produk mengikuti nilai yang ditetapkan di sini. Nilai ini hanya diperlukan untuk produk induk.,
Required,Yg dibutuhkan,
if the weight of the bundle product follows the original weight in the product catalog. Set the value to , jika berat produk bundel mengikuti berat asli dalam katalog produk. Tetapkan nilainya menjadi,
if the product weight follows the value set here. This value is only required for the parent product.,jika berat produk mengikuti nilai yang ditetapkan di sini. Nilai ini hanya diperlukan untuk produk induk.,
Default_title,Default_title,
Default variant option title. All child products for the default variant option must have the same title.,Judul opsi varian default. Semua produk turunan untuk opsi varian default harus memiliki judul yang sama.,
Position,Posisi,
"Set the position of option and child product in the bundle product variant option. For parent products, just leave this column blank.","Atur posisi opsi dan produk turunan dalam opsi varian produk bundel. Untuk produk induk, biarkan kolom ini kosong.",
"If the variant option is required, set the value to "," Jika opsi varian diperlukan, atur nilainya ke",
"If not, set it to","Jika tidak, atur ke",
This value is only required for the option.,Nilai ini hanya diperlukan untuk opsi.,
Selection_sku,Seleksi_sku,
Add the SKU for child products.,Tambahkan SKU untuk produk turunan.,
Is_default,Is_default,
"to set the product as the default option. If not, set the value to","untuk mengatur produk sebagai opsi default. Jika tidak, atur nilainya menjadi",
This value is only required for the child product.,Nilai ini hanya diperlukan untuk produk turunan.,
Selection_price_value,Pilihan_harga_nilai,
Add the price for each child product.,Tambahkan harga untuk setiap produk anak.,
Selection_qty,Seleksi_qty,
Add the available stock for each child product.,Tambahkan stok yang tersedia untuk setiap produk turunan.,
Select the CSV file you edited earlier by clicking,Pilih file CSV yang Anda edit sebelumnya dengan mengklik,
button to start importing and please wait for the process to finish. The product catalog with the newly added bundle product will be updated shortly after it.,tombol untuk mulai mengimpor dan silakan tunggu prosesnya selesai. Katalog produk dengan produk bundel yang baru ditambahkan akan diperbarui segera setelahnya.,
Fixed Bundle Product Import Tutorial,Tutorial Impor Produk Bundel Tetap,
Fixed Bundle Product,Produk Bundel Tetap,
"is a product package consisting of several items grouped into a single unit with one price. The difference with the basic bundle product, customers can not customize the items in the bundle.","adalah paket produk yang terdiri dari beberapa item yang dikelompokkan menjadi satu kesatuan dengan satu harga. Bedanya dengan produk basic bundle, pelanggan tidak bisa mengkustomisasi item yang ada di bundle.",
"To import the fixed bundle product, please follow these steps:","Untuk mengimpor produk paket tetap, ikuti langkah-langkah berikut:",
Import Fixed bundle product Template,Impor Templat produk bundel tetap,
Open the template using any supported application and add the fixed bundle product data as needed but make sure that all of the products have the same assigned location. Also please note that only comma-separated values are supported for the template.,"Buka template menggunakan aplikasi apa pun yang didukung dan tambahkan data produk bundel tetap sesuai kebutuhan, tetapi pastikan semua produk memiliki lokasi yang ditetapkan yang sama. Harap perhatikan juga bahwa hanya nilai yang dipisahkan koma yang didukung untuk template.",
The first column in the template is the field/column name while below it is the fixed bundle product data.,Kolom pertama pada template adalah field/nama kolom sedangkan di bawahnya adalah data produk fixed bundle.,
"Each fixed bundle product entry has the structure of a parent product, option (as a variant of the bundle), and child products. Likewise, if you want to import more than one fixed bundle product, the following entries must be arranged according to the structure that is mentioned earlier.","Setiap entri produk bundel tetap memiliki struktur produk induk, opsi (sebagai varian bundel), dan produk turunan. Begitu juga jika ingin mengimpor lebih dari satu produk fixed bundle, entri berikut harus diatur sesuai dengan struktur yang disebutkan sebelumnya.",
SKU of the fixed bundle product. All product data in the same bundle should use the same SKU.,SKU produk paket tetap. Semua data produk dalam paket yang sama harus menggunakan SKU yang sama.,
Attribute set for the fixed bundle product.,Set atribut untuk produk paket tetap.,
Full name of the fixed bundle product. This value is only required for the parent product.,Nama lengkap produk paket tetap. Nilai ini hanya diperlukan untuk produk induk.,
Description of the fixed bundle product. This value is only required for the parent product.,Deskripsi produk paket tetap. Nilai ini hanya diperlukan untuk produk induk.,
to enable the fixed bundle product in the catalog or select,untuk mengaktifkan produk paket tetap di katalog atau pilih,
"To make the fixed bundle product visible in the search or catalog, please set the value to","Untuk membuat produk paket tetap terlihat di pencarian atau katalog, harap atur nilainya menjadi",
Tax class of the fixed bundle product. This value is only required for the parent product.,Kelas pajak dari produk paket tetap. Nilai ini hanya diperlukan untuk produk induk.,
Price of the fixed bundle product. This value is only required for the parent product.,Harga produk paket tetap. Nilai ini hanya diperlukan untuk produk induk.,
